Date,Category,SKU,Units Sold,Price
15/06/2022,Sarsabz Urea,SU-7658,603,5000
15/06/2022,Babar Sher Urea,BSR-0294,928,4795
15/06/2022,CAN Sarsabz Fatima,CSF-9101,583,5080
15/06/2022,Sarsabz Urea,SU-7658,839,5000
15/06/2022,Sarsabz Urea,SU-7658,638,5000
15/06/2022,Babar Sher Urea,BSR-0294,556,4795
15/06/2022,CAN Sarsabz Fatima,CSF-9101,552,5080
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,539,4150
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,997,4150
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,944,8050
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,528,8050
15/06/2022,Sarsabz Urea,SU-7658,645,5000
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,740,8050
15/06/2022,Sarsabz Urea,SU-7658,968,5000
15/06/2022,CAN Sarsabz Fatima,CSF-9101,625,5080
15/06/2022,CAN Sarsabz Fatima,CSF-9101,890,5080
15/06/2022,Babar Sher Urea,BSR-0294,553,4795
15/06/2022,CAN Sarsabz Fatima,CSF-9101,799,5080
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,983,8050
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,607,4150
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,915,4150
15/06/2022,CAN Sarsabz Fatima,CSF-9101,922,5080
15/06/2022,Babar Sher Urea,BSR-0294,745,4795
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,887,4150
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,893,4150
15/06/2022,CAN Sarsabz Fatima,CSF-9101,928,5080
15/06/2022,CAN Sarsabz Fatima,CSF-9101,567,5080
15/06/2022,Babar Sher Urea,BSR-0294,667,4795
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,944,8050
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,897,8050
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,800,8050
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,631,4150
15/06/2022,CAN Sarsabz Fatima,CSF-9101,984,5080
15/06/2022,Sarsabz Urea,SU-7658,504,5000
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,676,8050
15/06/2022,Babar Sher Urea,BSR-0294,613,4795
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,577,8050
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,570,4150
15/06/2022,Sarsabz Urea,SU-7658,930,5000
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,520,8050
15/06/2022,CAN Sarsabz Fatima,CSF-9101,879,5080
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,788,4150
15/06/2022,Babar Sher Urea,BSR-0294,745,4795
15/06/2022,Sarsabz Urea,SU-7658,516,5000
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,640,4150
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,848,4150
15/06/2022,Sarsabz Urea,SU-7658,911,5000
15/06/2022,CAN Sarsabz Fatima,CSF-9101,736,5080
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,871,8050
15/06/2022,Sarsabz Urea,SU-7658,529,5000
15/06/2022,CAN Sarsabz Fatima,CSF-9101,508,5080
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,611,8050
15/06/2022,CAN Sarsabz Fatima,CSF-9101,632,5080
15/06/2022,Sarsabz Urea,SU-7658,878,5000
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,705,4150
15/06/2022,Sarsabz Urea,SU-7658,690,5000
15/06/2022,Babar Sher Urea,BSR-0294,643,4795
15/06/2022,Babar Sher Urea,BSR-0294,669,4795
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,515,8050
15/06/2022,Babar Sher Urea,BSR-0294,977,4795
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,836,8050
15/06/2022,Babar Sher Urea,BSR-0294,755,4795
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,774,8050
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,818,8050
15/06/2022,Babar Sher Urea,BSR-0294,713,4795
15/06/2022,Babar Sher Urea,BSR-0294,533,4795
15/06/2022,Sarsabz Urea,SU-7658,520,5000
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,540,8050
15/06/2022,CAN Sarsabz Fatima,CSF-9101,859,5080
15/06/2022,CAN Pak Arab Guwara,CPAG-1122,606,4150
15/06/2022,CAN Sarsabz Fatima,CSF-9101,540,5080
15/06/2022,Sarsabz Urea,SU-7658,964,5000
15/06/2022,Nitrophos Sarsabz NP,NSP-5678,652,8050
16/06/2022,Babar Sher Urea,BSR-0294,582,4795
16/06/2022,Babar Sher Urea,BSR-0294,620,4795
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,523,4150
16/06/2022,Babar Sher Urea,BSR-0294,640,4795
16/06/2022,Sarsabz Urea,SU-7658,832,5000
16/06/2022,CAN Sarsabz Fatima,CSF-9101,689,5080
16/06/2022,Sarsabz Urea,SU-7658,871,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,859,4150
16/06/2022,Babar Sher Urea,BSR-0294,833,4795
16/06/2022,Sarsabz Urea,SU-7658,881,5000
16/06/2022,Sarsabz Urea,SU-7658,562,5000
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,651,8050
16/06/2022,Babar Sher Urea,BSR-0294,838,4795
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,780,4150
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,576,4150
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,834,8050
16/06/2022,Sarsabz Urea,SU-7658,585,5000
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,914,8050
16/06/2022,Babar Sher Urea,BSR-0294,920,4795
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,702,8050
16/06/2022,Sarsabz Urea,SU-7658,671,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,895,4150
16/06/2022,Babar Sher Urea,BSR-0294,514,4795
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,700,4150
16/06/2022,Sarsabz Urea,SU-7658,614,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,744,4150
16/06/2022,CAN Sarsabz Fatima,CSF-9101,521,5080
16/06/2022,CAN Sarsabz Fatima,CSF-9101,803,5080
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,836,4150
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,887,4150
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,992,4150
16/06/2022,Babar Sher Urea,BSR-0294,870,4795
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,500,8050
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,712,8050
16/06/2022,CAN Sarsabz Fatima,CSF-9101,837,5080
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,691,8050
16/06/2022,Sarsabz Urea,SU-7658,928,5000
16/06/2022,CAN Sarsabz Fatima,CSF-9101,748,5080
16/06/2022,Babar Sher Urea,BSR-0294,865,4795
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,833,4150
16/06/2022,Sarsabz Urea,SU-7658,756,5000
16/06/2022,Sarsabz Urea,SU-7658,989,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,770,4150
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,809,4150
16/06/2022,Sarsabz Urea,SU-7658,743,5000
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,616,8050
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,810,4150
16/06/2022,Sarsabz Urea,SU-7658,779,5000
16/06/2022,CAN Sarsabz Fatima,CSF-9101,900,5080
16/06/2022,Babar Sher Urea,BSR-0294,648,4795
16/06/2022,Sarsabz Urea,SU-7658,774,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,587,4150
16/06/2022,Sarsabz Urea,SU-7658,587,5000
16/06/2022,Sarsabz Urea,SU-7658,665,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,683,4150
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,997,8050
16/06/2022,CAN Sarsabz Fatima,CSF-9101,896,5080
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,775,4150
16/06/2022,Sarsabz Urea,SU-7658,907,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,834,4150
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,876,4150
16/06/2022,Babar Sher Urea,BSR-0294,846,4795
16/06/2022,Babar Sher Urea,BSR-0294,705,4795
16/06/2022,Babar Sher Urea,BSR-0294,709,4795
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,677,8050
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,948,8050
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,766,8050
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,744,8050
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,949,8050
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,916,8050
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,623,4150
16/06/2022,CAN Sarsabz Fatima,CSF-9101,667,5080
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,583,8050
16/06/2022,Sarsabz Urea,SU-7658,526,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,913,4150
16/06/2022,CAN Sarsabz Fatima,CSF-9101,957,5080
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,936,8050
16/06/2022,CAN Sarsabz Fatima,CSF-9101,710,5080
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,668,8050
16/06/2022,Sarsabz Urea,SU-7658,769,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,534,4150
16/06/2022,CAN Sarsabz Fatima,CSF-9101,900,5080
16/06/2022,CAN Sarsabz Fatima,CSF-9101,863,5080
16/06/2022,CAN Sarsabz Fatima,CSF-9101,953,5080
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,585,4150
16/06/2022,CAN Sarsabz Fatima,CSF-9101,610,5080
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,586,8050
16/06/2022,Sarsabz Urea,SU-7658,930,5000
16/06/2022,Babar Sher Urea,BSR-0294,845,4795
16/06/2022,CAN Sarsabz Fatima,CSF-9101,857,5080
16/06/2022,Sarsabz Urea,SU-7658,839,5000
16/06/2022,CAN Sarsabz Fatima,CSF-9101,732,5080
16/06/2022,Sarsabz Urea,SU-7658,922,5000
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,702,4150
16/06/2022,CAN Sarsabz Fatima,CSF-9101,504,5080
16/06/2022,Sarsabz Urea,SU-7658,557,5000
16/06/2022,Babar Sher Urea,BSR-0294,634,4795
16/06/2022,Nitrophos Sarsabz NP,NSP-5678,934,8050
16/06/2022,Babar Sher Urea,BSR-0294,535,4795
16/06/2022,CAN Pak Arab Guwara,CPAG-1122,845,4150
17/06/2022,Babar Sher Urea,BSR-0294,556,4795
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,906,8050
17/06/2022,Sarsabz Urea,SU-7658,906,5000
17/06/2022,CAN Sarsabz Fatima,CSF-9101,602,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,899,4150
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,912,4150
17/06/2022,Sarsabz Urea,SU-7658,938,5000
17/06/2022,CAN Sarsabz Fatima,CSF-9101,860,5080
17/06/2022,CAN Sarsabz Fatima,CSF-9101,522,5080
17/06/2022,CAN Sarsabz Fatima,CSF-9101,636,5080
17/06/2022,Sarsabz Urea,SU-7658,506,5000
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,630,4150
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,893,8050
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,871,8050
17/06/2022,Babar Sher Urea,BSR-0294,991,4795
17/06/2022,Sarsabz Urea,SU-7658,749,5000
17/06/2022,Babar Sher Urea,BSR-0294,575,4795
17/06/2022,Sarsabz Urea,SU-7658,988,5000
17/06/2022,Sarsabz Urea,SU-7658,968,5000
17/06/2022,Babar Sher Urea,BSR-0294,691,4795
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,621,8050
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,583,4150
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,925,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,987,5080
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,581,8050
17/06/2022,Babar Sher Urea,BSR-0294,914,4795
17/06/2022,Babar Sher Urea,BSR-0294,569,4795
17/06/2022,Sarsabz Urea,SU-7658,711,5000
17/06/2022,Sarsabz Urea,SU-7658,685,5000
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,937,8050
17/06/2022,Sarsabz Urea,SU-7658,665,5000
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,908,4150
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,528,8050
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,538,4150
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,677,8050
17/06/2022,CAN Sarsabz Fatima,CSF-9101,847,5080
17/06/2022,Sarsabz Urea,SU-7658,886,5000
17/06/2022,Babar Sher Urea,BSR-0294,778,4795
17/06/2022,CAN Sarsabz Fatima,CSF-9101,695,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,902,4150
17/06/2022,Babar Sher Urea,BSR-0294,875,4795
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,745,8050
17/06/2022,Babar Sher Urea,BSR-0294,575,4795
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,543,8050
17/06/2022,Babar Sher Urea,BSR-0294,949,4795
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,966,8050
17/06/2022,Sarsabz Urea,SU-7658,808,5000
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,552,8050
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,671,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,919,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,584,4150
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,653,8050
17/06/2022,CAN Sarsabz Fatima,CSF-9101,760,5080
17/06/2022,CAN Sarsabz Fatima,CSF-9101,776,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,773,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,854,5080
17/06/2022,CAN Sarsabz Fatima,CSF-9101,849,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,637,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,896,5080
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,536,8050
17/06/2022,CAN Sarsabz Fatima,CSF-9101,789,5080
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,846,8050
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,504,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,974,5080
17/06/2022,CAN Sarsabz Fatima,CSF-9101,772,5080
17/06/2022,CAN Sarsabz Fatima,CSF-9101,819,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,520,4150
17/06/2022,Sarsabz Urea,SU-7658,831,5000
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,897,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,537,5080
17/06/2022,Babar Sher Urea,BSR-0294,661,4795
17/06/2022,CAN Sarsabz Fatima,CSF-9101,639,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,633,4150
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,906,4150
17/06/2022,CAN Sarsabz Fatima,CSF-9101,987,5080
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,636,4150
17/06/2022,Sarsabz Urea,SU-7658,569,5000
17/06/2022,Babar Sher Urea,BSR-0294,716,4795
17/06/2022,Sarsabz Urea,SU-7658,877,5000
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,698,8050
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,627,8050
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,617,4150
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,783,8050
17/06/2022,CAN Sarsabz Fatima,CSF-9101,780,5080
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,871,8050
17/06/2022,Babar Sher Urea,BSR-0294,802,4795
17/06/2022,Sarsabz Urea,SU-7658,871,5000
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,950,4150
17/06/2022,Sarsabz Urea,SU-7658,981,5000
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,610,4150
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,513,4150
17/06/2022,CAN Pak Arab Guwara,CPAG-1122,871,4150
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,866,8050
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,602,8050
17/06/2022,Babar Sher Urea,BSR-0294,786,4795
17/06/2022,CAN Sarsabz Fatima,CSF-9101,629,5080
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,694,8050
17/06/2022,Babar Sher Urea,BSR-0294,958,4795
17/06/2022,CAN Sarsabz Fatima,CSF-9101,990,5080
17/06/2022,Nitrophos Sarsabz NP,NSP-5678,989,8050
18/06/2022,CAN Sarsabz Fatima,CSF-9101,556,5080
18/06/2022,CAN Sarsabz Fatima,CSF-9101,611,5080
18/06/2022,CAN Sarsabz Fatima,CSF-9101,951,5080
18/06/2022,Babar Sher Urea,BSR-0294,558,4795
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,832,4150
18/06/2022,Sarsabz Urea,SU-7658,948,5000
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,581,4150
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,933,4150
18/06/2022,Sarsabz Urea,SU-7658,823,5000
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,802,8050
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,792,4150
18/06/2022,CAN Sarsabz Fatima,CSF-9101,806,5080
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,615,8050
18/06/2022,Sarsabz Urea,SU-7658,928,5000
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,998,8050
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,575,4150
18/06/2022,Babar Sher Urea,BSR-0294,642,4795
18/06/2022,Babar Sher Urea,BSR-0294,939,4795
18/06/2022,Sarsabz Urea,SU-7658,951,5000
18/06/2022,Babar Sher Urea,BSR-0294,671,4795
18/06/2022,Babar Sher Urea,BSR-0294,612,4795
18/06/2022,Sarsabz Urea,SU-7658,766,5000
18/06/2022,CAN Sarsabz Fatima,CSF-9101,584,5080
18/06/2022,Sarsabz Urea,SU-7658,518,5000
18/06/2022,Babar Sher Urea,BSR-0294,802,4795
18/06/2022,CAN Sarsabz Fatima,CSF-9101,932,5080
18/06/2022,Sarsabz Urea,SU-7658,533,5000
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,555,8050
18/06/2022,CAN Sarsabz Fatima,CSF-9101,660,5080
18/06/2022,Babar Sher Urea,BSR-0294,702,4795
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,900,4150
18/06/2022,CAN Sarsabz Fatima,CSF-9101,898,5080
18/06/2022,Babar Sher Urea,BSR-0294,610,4795
18/06/2022,Babar Sher Urea,BSR-0294,906,4795
18/06/2022,Babar Sher Urea,BSR-0294,705,4795
18/06/2022,Babar Sher Urea,BSR-0294,794,4795
18/06/2022,Sarsabz Urea,SU-7658,559,5000
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,835,4150
18/06/2022,Sarsabz Urea,SU-7658,507,5000
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,643,8050
18/06/2022,CAN Sarsabz Fatima,CSF-9101,777,5080
18/06/2022,Babar Sher Urea,BSR-0294,559,4795
18/06/2022,Babar Sher Urea,BSR-0294,893,4795
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,905,8050
18/06/2022,Babar Sher Urea,BSR-0294,935,4795
18/06/2022,Sarsabz Urea,SU-7658,857,5000
18/06/2022,CAN Sarsabz Fatima,CSF-9101,786,5080
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,902,8050
18/06/2022,Babar Sher Urea,BSR-0294,636,4795
18/06/2022,Babar Sher Urea,BSR-0294,635,4795
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,799,8050
18/06/2022,CAN Sarsabz Fatima,CSF-9101,621,5080
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,802,4150
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,515,8050
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,568,4150
18/06/2022,Babar Sher Urea,BSR-0294,950,4795
18/06/2022,CAN Sarsabz Fatima,CSF-9101,634,5080
18/06/2022,Sarsabz Urea,SU-7658,674,5000
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,829,8050
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,608,4150
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,635,8050
18/06/2022,Sarsabz Urea,SU-7658,824,5000
18/06/2022,Babar Sher Urea,BSR-0294,748,4795
18/06/2022,Sarsabz Urea,SU-7658,894,5000
18/06/2022,Babar Sher Urea,BSR-0294,637,4795
18/06/2022,Sarsabz Urea,SU-7658,631,5000
18/06/2022,Babar Sher Urea,BSR-0294,831,4795
18/06/2022,Sarsabz Urea,SU-7658,811,5000
18/06/2022,CAN Sarsabz Fatima,CSF-9101,759,5080
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,737,8050
18/06/2022,Babar Sher Urea,BSR-0294,695,4795
18/06/2022,Babar Sher Urea,BSR-0294,546,4795
18/06/2022,Babar Sher Urea,BSR-0294,665,4795
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,810,4150
18/06/2022,Sarsabz Urea,SU-7658,937,5000
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,955,4150
18/06/2022,CAN Sarsabz Fatima,CSF-9101,788,5080
18/06/2022,CAN Sarsabz Fatima,CSF-9101,942,5080
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,997,4150
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,882,4150
18/06/2022,CAN Sarsabz Fatima,CSF-9101,763,5080
18/06/2022,Sarsabz Urea,SU-7658,884,5000
18/06/2022,Babar Sher Urea,BSR-0294,626,4795
18/06/2022,CAN Sarsabz Fatima,CSF-9101,563,5080
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,680,8050
18/06/2022,Sarsabz Urea,SU-7658,602,5000
18/06/2022,Sarsabz Urea,SU-7658,822,5000
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,703,4150
18/06/2022,Babar Sher Urea,BSR-0294,748,4795
18/06/2022,CAN Sarsabz Fatima,CSF-9101,932,5080
18/06/2022,Sarsabz Urea,SU-7658,654,5000
18/06/2022,CAN Sarsabz Fatima,CSF-9101,866,5080
18/06/2022,CAN Sarsabz Fatima,CSF-9101,675,5080
18/06/2022,Babar Sher Urea,BSR-0294,898,4795
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,937,4150
18/06/2022,CAN Sarsabz Fatima,CSF-9101,799,5080
18/06/2022,Nitrophos Sarsabz NP,NSP-5678,753,8050
18/06/2022,Babar Sher Urea,BSR-0294,962,4795
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,659,4150
18/06/2022,CAN Pak Arab Guwara,CPAG-1122,508,4150
19/06/2022,Sarsabz Urea,SU-7658,616,5000
19/06/2022,Babar Sher Urea,BSR-0294,603,4795
19/06/2022,CAN Sarsabz Fatima,CSF-9101,621,5080
19/06/2022,Babar Sher Urea,BSR-0294,866,4795
19/06/2022,Babar Sher Urea,BSR-0294,662,4795
19/06/2022,Babar Sher Urea,BSR-0294,902,4795
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,583,8050
19/06/2022,CAN Sarsabz Fatima,CSF-9101,563,5080
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,901,4150
19/06/2022,Babar Sher Urea,BSR-0294,718,4795
19/06/2022,Sarsabz Urea,SU-7658,948,5000
19/06/2022,Babar Sher Urea,BSR-0294,556,4795
19/06/2022,CAN Sarsabz Fatima,CSF-9101,666,5080
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,873,4150
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,968,4150
19/06/2022,Sarsabz Urea,SU-7658,520,5000
19/06/2022,Babar Sher Urea,BSR-0294,611,4795
19/06/2022,Babar Sher Urea,BSR-0294,936,4795
19/06/2022,Sarsabz Urea,SU-7658,836,5000
19/06/2022,Sarsabz Urea,SU-7658,983,5000
19/06/2022,Babar Sher Urea,BSR-0294,909,4795
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,773,8050
19/06/2022,Sarsabz Urea,SU-7658,811,5000
19/06/2022,Babar Sher Urea,BSR-0294,876,4795
19/06/2022,Babar Sher Urea,BSR-0294,743,4795
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,724,8050
19/06/2022,CAN Sarsabz Fatima,CSF-9101,571,5080
19/06/2022,Babar Sher Urea,BSR-0294,639,4795
19/06/2022,CAN Sarsabz Fatima,CSF-9101,827,5080
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,879,4150
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,949,8050
19/06/2022,Babar Sher Urea,BSR-0294,912,4795
19/06/2022,Sarsabz Urea,SU-7658,670,5000
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,647,4150
19/06/2022,Babar Sher Urea,BSR-0294,720,4795
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,921,4150
19/06/2022,Babar Sher Urea,BSR-0294,589,4795
19/06/2022,Sarsabz Urea,SU-7658,880,5000
19/06/2022,Babar Sher Urea,BSR-0294,808,4795
19/06/2022,Sarsabz Urea,SU-7658,552,5000
19/06/2022,Babar Sher Urea,BSR-0294,940,4795
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,824,4150
19/06/2022,CAN Sarsabz Fatima,CSF-9101,719,5080
19/06/2022,CAN Sarsabz Fatima,CSF-9101,842,5080
19/06/2022,Sarsabz Urea,SU-7658,563,5000
19/06/2022,Babar Sher Urea,BSR-0294,704,4795
19/06/2022,Babar Sher Urea,BSR-0294,677,4795
19/06/2022,CAN Sarsabz Fatima,CSF-9101,989,5080
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,982,4150
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,984,4150
19/06/2022,CAN Sarsabz Fatima,CSF-9101,618,5080
19/06/2022,Sarsabz Urea,SU-7658,833,5000
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,580,8050
19/06/2022,Sarsabz Urea,SU-7658,830,5000
19/06/2022,Babar Sher Urea,BSR-0294,872,4795
19/06/2022,CAN Sarsabz Fatima,CSF-9101,588,5080
19/06/2022,Sarsabz Urea,SU-7658,934,5000
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,512,4150
19/06/2022,Sarsabz Urea,SU-7658,856,5000
19/06/2022,Sarsabz Urea,SU-7658,796,5000
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,719,4150
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,708,8050
19/06/2022,CAN Sarsabz Fatima,CSF-9101,798,5080
19/06/2022,CAN Sarsabz Fatima,CSF-9101,679,5080
19/06/2022,CAN Sarsabz Fatima,CSF-9101,799,5080
19/06/2022,CAN Sarsabz Fatima,CSF-9101,948,5080
19/06/2022,Babar Sher Urea,BSR-0294,879,4795
19/06/2022,Nitrophos Sarsabz NP,NSP-5678,696,8050
19/06/2022,CAN Pak Arab Guwara,CPAG-1122,807,4150
